Sample,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content
439_S225_L004_R1_001,439_S225_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,58562650,0,151,38,63.82084165,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
439_S225_L004_R2_001,439_S225_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,58562650,0,151,38,68.59844715,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
443_S178_L003_R1_001,443_S178_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47672572,0,151,36,70.94216316,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
443_S178_L003_R2_001,443_S178_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47672572,0,151,36,71.68678772,151,pass,pass,fail,pass,fail,pass,warn,pass,pass,pass,fail
451_S229_L004_R1_001,451_S229_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44928872,0,151,37,66.59977211,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
451_S229_L004_R2_001,451_S229_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44928872,0,151,37,69.90534885,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
453_S3_L001_R1_001,453_S3_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36209605,0,151,37,63.36648953,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
453_S3_L001_R2_001,453_S3_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36209605,0,151,37,64.86610484,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
463_S79_L002_R1_001,463_S79_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,33474201,0,151,36,70.57958363,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
463_S79_L002_R2_001,463_S79_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,33474201,0,151,36,71.79689236,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
469_S161_L003_R1_001,469_S161_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47184441,0,151,37,65.49704365,151,pass,pass,warn,pass,fail,pass,pass,pass,warn,pass,fail
469_S161_L003_R2_001,469_S161_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47184441,0,151,37,66.91532807,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
470_S41_L001_R1_001,470_S41_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36188430,0,151,36,72.11879924,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
470_S41_L001_R2_001,470_S41_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36188430,0,151,36,72.50117374,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
521_S175_L003_R1_001,521_S175_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46415003,0,151,38,65.58002665,151,pass,pass,fail,pass,fail,warn,pass,pass,warn,pass,fail
521_S175_L003_R2_001,521_S175_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46415003,0,151,38,67.56829757,151,pass,pass,fail,pass,fail,warn,warn,pass,warn,pass,warn
522_S177_L003_R1_001,522_S177_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,60798903,0,151,37,67.25887612,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
522_S177_L003_R2_001,522_S177_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,60798903,0,151,37,69.19581403,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
530_S104_L002_R1_001,530_S104_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,41764876,0,151,37,65.23439911,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
530_S104_L002_R2_001,530_S104_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,41764876,0,151,37,67.09830008,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
533_S189_L003_R1_001,533_S189_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,57000168,0,151,36,66.65855599,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
533_S189_L003_R2_001,533_S189_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,57000168,0,151,37,68.61068876,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
536_S145_L003_R1_001,536_S145_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,48290471,0,151,37,70.33462828,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
536_S145_L003_R2_001,536_S145_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,48290471,0,151,37,71.47521254,151,pass,pass,fail,pass,fail,pass,warn,pass,pass,pass,fail
543_S149_L003_R1_001,543_S149_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44345768,0,151,39,64.16738098,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
543_S149_L003_R2_001,543_S149_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44345768,0,151,38,66.45314506,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
545_S42_L001_R1_001,545_S42_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,41756420,0,151,37,70.02467062,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
545_S42_L001_R2_001,545_S42_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,41756420,0,151,37,70.76679306,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
562_S30_L001_R1_001,562_S30_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52761919,0,151,37,67.72645856,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
562_S30_L001_R2_001,562_S30_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52761919,0,151,37,68.23053053,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
564_S2_L001_R1_001,564_S2_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46105462,0,151,37,68.17938653,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
564_S2_L001_R2_001,564_S2_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46105462,0,151,37,69.13060142,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
567_S56_L001_R1_001,567_S56_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45645306,0,151,37,68.74616748,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
567_S56_L001_R2_001,567_S56_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45645306,0,151,37,70.55248917,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
572_S18_L001_R1_001,572_S18_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46953265,0,151,37,69.54107213,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
572_S18_L001_R2_001,572_S18_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,46953265,0,151,37,70.53697021,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
588_S48_L001_R1_001,588_S48_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,55834121,0,151,37,63.54219689,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
588_S48_L001_R2_001,588_S48_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,55834121,0,151,37,64.54088471,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
594_S137_L003_R1_001,594_S137_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,37151687,0,151,37,70.73687676,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
594_S137_L003_R2_001,594_S137_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,37151687,0,151,37,72.66890023,151,pass,pass,fail,pass,fail,pass,warn,pass,pass,pass,warn
601_S222_L004_R1_001,601_S222_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47901205,0,151,37,64.41393845,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
601_S222_L004_R2_001,601_S222_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47901205,0,151,37,68.90640737,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
712_S36_L001_R1_001,712_S36_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,49451293,0,151,37,66.50519354,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
712_S36_L001_R2_001,712_S36_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,49451293,0,151,37,68.04397952,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
718_S209_L004_R1_001,718_S209_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44736948,0,151,38,70.53465597,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
718_S209_L004_R2_001,718_S209_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44736948,0,151,38,69.22628098,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
719_S74_L002_R1_001,719_S74_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,34806789,0,151,37,63.15418154,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
719_S74_L002_R2_001,719_S74_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,34806789,0,151,37,62.14209279,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
747_S181_L003_R1_001,747_S181_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,42702604,0,151,36,66.53674822,151,pass,pass,warn,pass,fail,pass,pass,pass,warn,pass,fail
747_S181_L003_R2_001,747_S181_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,42702604,0,151,37,67.31766683,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
755_S249_L004_R1_001,755_S249_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52972851,0,151,37,66.1796584,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
755_S249_L004_R2_001,755_S249_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52972851,0,151,37,65.3701099,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
762_S49_L001_R1_001,762_S49_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,30084997,0,151,37,66.58351552,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
762_S49_L001_R2_001,762_S49_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,30084997,0,151,37,67.68675622,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
767_S191_L003_R1_001,767_S191_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,48516559,0,151,37,68.86871954,151,pass,pass,warn,pass,fail,pass,pass,pass,warn,pass,fail
767_S191_L003_R2_001,767_S191_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,48516559,0,151,37,69.69458954,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
785_S42_L001_R1_001,785_S42_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,31294888,0,151,37,70.08809484,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
785_S42_L001_R2_001,785_S42_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,31294888,0,151,37,71.45872471,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
801_S234_L004_R1_001,801_S234_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36245499,0,151,36,72.72150432,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,warn
801_S234_L004_R2_001,801_S234_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,36245499,0,151,36,73.47832904,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,warn
805_S202_L004_R1_001,805_S202_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,39695083,0,151,37,71.11729956,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
805_S202_L004_R2_001,805_S202_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,39695083,0,151,37,72.04751482,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
808_S132_L003_R1_001,808_S132_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47777292,0,151,37,65.39254596,151,pass,pass,warn,pass,fail,pass,pass,pass,warn,pass,warn
808_S132_L003_R2_001,808_S132_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,47777292,0,151,37,66.95193794,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
809_S228_L004_R1_001,809_S228_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,25515369,0,151,36,72.70451841,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,warn
809_S228_L004_R2_001,809_S228_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,25515369,0,151,36,73.62435297,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,warn
810_S36_L001_R1_001,810_S36_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,28925401,0,151,37,73.85030368,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
810_S36_L001_R2_001,810_S36_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,28925401,0,151,37,73.83518595,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
812_S104_L002_R1_001,812_S104_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44382921,0,151,37,67.80213594,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
812_S104_L002_R2_001,812_S104_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44382921,0,151,37,69.30934731,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
813_S26_L001_R1_001,813_S26_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,40561786,0,151,37,73.2777198,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
813_S26_L001_R2_001,813_S26_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,40561786,0,151,37,73.8294281,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
816_S210_L004_R1_001,816_S210_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,57385021,0,151,37,67.23443919,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
816_S210_L004_R2_001,816_S210_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,57385021,0,151,37,71.44000087,151,pass,pass,fail,pass,fail,pass,warn,pass,pass,pass,fail
821_S64_L001_R1_001,821_S64_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,65836623,0,151,38,67.03398448,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
821_S64_L001_R2_001,821_S64_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,65836623,0,151,38,68.22972532,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
822_S16_L001_R1_001,822_S16_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,50414035,0,151,38,68.87068094,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
822_S16_L001_R2_001,822_S16_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,50414035,0,151,38,69.7695365,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
823_S18_L001_R1_001,823_S18_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45056884,0,151,37,73.3514919,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
823_S18_L001_R2_001,823_S18_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45056884,0,151,37,74.09236854,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
827_S14_L001_R1_001,827_S14_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,32538080,0,151,36,74.95298768,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
827_S14_L001_R2_001,827_S14_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,32538080,0,151,36,74.7903511,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
843_S254_L004_R1_001,843_S254_L004_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,60115681,0,151,39,64.46705791,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
843_S254_L004_R2_001,843_S254_L004_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,60115681,0,151,38,67.23450623,151,pass,pass,fail,pass,fail,pass,warn,pass,warn,pass,fail
845_S4_L001_R1_001,845_S4_L001_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,51432366,0,151,37,69.03667492,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
845_S4_L001_R2_001,845_S4_L001_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,51432366,0,151,37,71.71410623,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
847_S82_L002_R1_001,847_S82_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,61284449,0,151,38,68.52032885,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
847_S82_L002_R2_001,847_S82_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,61284449,0,151,37,68.37905389,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
860_S172_L003_R1_001,860_S172_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,38781229,0,151,36,69.22639546,151,pass,pass,warn,pass,fail,pass,pass,pass,warn,pass,fail
860_S172_L003_R2_001,860_S172_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,38781229,0,151,36,70.59471108,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
863_S136_L003_R1_001,863_S136_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,37221513,0,151,36,71.50792677,151,pass,pass,warn,pass,fail,pass,pass,pass,pass,pass,warn
863_S136_L003_R2_001,863_S136_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,37221513,0,151,36,71.67891252,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,warn
865_S176_L003_R1_001,865_S176_L003_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,31702436,0,151,37,70.07751261,151,pass,pass,warn,pass,fail,pass,pass,pass,pass,pass,fail
865_S176_L003_R2_001,865_S176_L003_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,31702436,0,151,37,71.39939884,151,pass,pass,fail,pass,fail,pass,pass,pass,pass,pass,fail
939_S120_L002_R1_001,939_S120_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45711255,0,151,37,67.96428514,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,fail
939_S120_L002_R2_001,939_S120_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,45711255,0,151,37,67.92422073,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
947_S128_L002_R1_001,947_S128_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,50783825,0,151,37,66.37673129,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
947_S128_L002_R2_001,947_S128_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,50783825,0,151,37,67.99532119,151,pass,pass,fail,pass,fail,pass,pass,pass,warn,pass,warn
MHCE03_S120_L002_R1_001,MHCE03_S120_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52749334,0,151,36,68.63800292,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
MHCE03_S120_L002_R2_001,MHCE03_S120_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,52749334,0,151,36,69.52523847,151,pass,pass,pass,pass,fail,pass,pass,pass,warn,pass,fail
MHCE07_S124_L002_R1_001,MHCE07_S124_L002_R1_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44268701,0,151,37,70.55450746,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
MHCE07_S124_L002_R2_001,MHCE07_S124_L002_R2_001.fastq.gz,Conventional base calls,Sanger / Illumina 1.9,44268701,0,151,37,71.2557016,151,pass,pass,pass,pass,fail,pass,pass,pass,pass,pass,fail
